Image Name;Uncertainty
4d803d599e3aa34b4d4d97b0e3a6ff5b;0.5482918006191415
c8b78becc5b3eb17f81bfdbc55d2029e;0.6868795962695026
71dbcf5569584dac2aae88cf712d22b1;0.5236560084695858
87668b74a71c46e1794107bb5f32d44d;0.36417002010665905
0d6b78c4294517bd27a007b4e41ebd5e;0.32827498859398097
a563935d922002ca4819f2490eb7be17;0.6066679815128564
58e55ede6357406f7868d3c58b80476e;0.07173825112164223
84b1bdc06545ca9128c924dbc0b87715;0.6891689152252609
eef8676c5d348ab7f406a81c74c988b5;0.3953286319666375
df4146c2cb4e97d9c227bdd90d4dc6f8;0.12578353360958514
bd4b881106dd6a8658ee1e9afdb1844f;0.46903099990386066
805d295ef3c4c573cb1990596d77ff8e;0.09637120330534787
bdd3d5a2ee02e25f1adf3fd2c8c23acc;0.6911782542091502
bf8c6536be863b2e21d467ade2972889;0.2509407302133606
9064f0eb9ef8bbb376649033116fc380;0.46419316593011023
cb0a506d82d41888c1e0b1d54649a53c;0.41084273802521326
cdd5b7d07b98f61d3668207531b4de07;0.23889780768486038
230276c9065df9cd12014e93151dd52c;0.3654721459411801
cf2cde676c6f71f1373a55588f098145;0.31720426247339484
060656fabe162dbdef7e4c520068d2f0;0.2742332257013924
b81f068ea8c90ec259cf9212bbc24c22;0.20718756806546446
8e3d3a5d3a5cae900595db0f9f5df6bb;0.05790021612413507
b25e5ec86bdfecb9335f0e683acfda87;0.6343193728901432
e6e365522c68d41ad595fc1b737223ec;0.5928378511260947
c150192218dd80a7d96c9a60759853d6;0.07455054171621163
c07f5f4ca0af11d11a755c72b638d966;0.5581166277458469
ec98a1abb0df9d1de21534c1e40698ab;0.1594861173779111
1df32b02eaa3cfad5d8c51a3e289cfc1;0.28198055626130797
ae607241f09b3b41864703c488ccd111;0.6290631653128179
f48064fda016dbc4391c353afb9e61c0;0.6295904442211747
76512fc338f0cdc3252fb1e4a0d7709c;0.6500458238679039
ae4ef1321633aabc6147ea801df9aeae;0.4915982503719132
afeae451e576086d10c45a41545f7212;0.016772829407598368
a5fceab3ef69e4dd200e317738fe7b29;0.11389464383177461
ea2f3faabd452477e8f792ca02925cd0;0.1945992545218153
e68f28fd854c35365d317d513ef5fad0;0.6913959114864187
b428c7ddb14ad3f3ca9db0d3c01e8c04;0.10086263503932852
f1ca34b8757be8022476e4e71d18e06b;0.6475738726852419
c176b834c3a5045ac074fb70637cfa8d;0.1482577234469815
7223b93b01ae684e7f0ee028c8a6ceac;0.10468032108258607
efe68e8f9916ca5966a513f11282491c;0.3447644290653289
24d1d744c187ef83d2f29a2283a6ba96;0.0776608868196974
281b5e3e80477bed6206fad69a470756;0.4217477210878454
1c0305b42ca0c55668c8144e27dc8ba5;0.2176685221752996
2ce127e7731155d1373bfbd0abdc368b;0.6343193728901432
f659913017aab32c0ac0d88d0ecfe62c;0.6415410155562176
ab106ca32e9155aa7e68eabef8e2ed59;0.10166219503515252
38b53a819b584debd748e16db8b2c488;0.057535626310761714
865f64d013137396b5cfc7bb3888a56e;0.5580777754359644
884f20408db7e6c39b69e4eb8e048e35;0.18505911054028606
7c79546e808a9c6ae95c15bfe3b4b590;0.23903639008833893
d6112e98bf1d15028ccb46cefd393241;0.6893566145969525
cae077a0259202d61eaf7f10424b148a;0.6748490307565372
30270f86298368679023222c1722412e;0.1842288911441428
dd780edac742469da23a84d4267163b3;0.042256686811896337
17537cf7df9f40a7ffb523b4d2a2bb8e;0.16904409210117788
a984d6acdf209063c490a921cfc53b64;0.057398610561946006
845f93031768557ad5c0948bf08d043b;0.6102075079295654
c16546e5849d9f71c87530af65cbc522;0.36070797858071385
f4cbbd96fcb39c34811b9323dad237fe;0.2537025561341808
59015fdc81a6151f09a59e807f6ed5c9;0.09093860831038697
91f229c6985c3c53afcb9e14a6d92e9f;0.5546222963669432
3cb832450f38c16278b3c78d15f7be7f;0.6343193728901432
da808179f9d32176f9eb34ede63017e5;0.07928500386404355
5a94f8031f8dfc6f222e1f4c2df0fade;0.17483119267603908
ee38373d970014e6676ebbc782be6b4b;0.402871545662704
